categories,name,kkal,belki,fat,ugl
Грибы,Лисички свежие,20,1.6,1.1,2.2
Грибы,Шампиньоны Hortex резаные,20,2.6,0.4,0.5
Грибы,Шампиньоны Бондюэль резаные,16,2.3,0.5,0.5
Грибы,Грузди маринованные Steinhauer,26,1.0,1.8,0.0
Грибы,Опята свежие,17,2.2,1.2,0.5
Грибы,Грибной жульен Hortex,30,2.6,0.5,2.6
Грибы,Маслята маринованные Золотая Долина,18,3.0,0.5,1.4
Грибы,Белые маринованные,24,3.0,0.5,2.0
Грибы,Шампиньоны Бондюэль резаные замороженные,22,2.4,0.0,3.7
Грибы,Белые сушёные,282,23.4,6.4,31.0
Грибы,Лесные грибы Hortex с картошкой,51,2.6,1.5,5.5
Грибы,Подосиновики свежие,22,3.3,0.5,3.7
Грибы,Вешенки маринованные Steinhauer,23,1.0,1.5,0.0
Грибы,Маслята свежие,19,2.4,0.7,1.7
Грибы,Шампиньоны Бондюэль целые,16,2.3,0.5,0.5
Грибы,Подберёзовики свежие,31,2.3,0.9,3.7
Грибы,Грибное ризотто Бондюэль в томатном соусе,82,2.4,0.8,16.3
Грибы,Шиитаке свежие,34,2.2,0.5,6.8
Грибы,Шампиньоны свежие,27,4.3,1.0,1.0
Грибы,Опята целые Sunfeel,40,3.0,0.0,4.0
Грибы,Грибное ассорти быстрозамороженное,20,2.2,0.8,0.7
Грибы,Вешенки свежие,38,2.5,0.3,6.5
Грибы,Белые жареные,162,4.6,11.5,10.7
Грибы,Шампиньоны консервированные,12,1.6,0.2,0.9
Грибы,Лесные грибы Hortex,35,2.2,0.7,3.9
Грибы,Польский гриб,19,1.7,0.7,1.5
Грибы,Грибное ассорти 4 сезона,27,2.9,0.9,13.0
Грибы,Белые грибы Hortex,34,3.7,1.7,1.1
Грибы,Грузди свежие,16,1.8,0.5,0.8
Грибы,Опятки Hortex,23,2.2,1.2,0.8
Грибы,Рыжики свежие,17,1.9,0.8,2.7
Грибы,Подосиновики сушёные,315,35.4,5.4,33.2
Грибы,Шиитаке сушеные,331,19.3,0.0,63.4
Грибы,Опята маринованные,18,1.8,1.0,0.4
Грибы,Портобелло жареные на гриле,35,4.3,0.8,2.7
Грибы,Подберёзовики сушёные,231,23.5,9.2,14.3
Грибы,Лисички сушёные,261,22.3,7.6,24.2
Грибы,Трюфели свежие,51,5.9,0.5,5.3
Грибы,Шампиньоны 4 сезона нарезанные,27,4.5,1.0,0.1
Грибы,Портобелло свежие,26,2.5,0.2,3.6
Грибы,Сыроежки свежие,15,1.7,0.7,1.5
Грибы,Чернушки,9,1.5,0.3,0.1
Грибы,Валуи,29,3.7,1.7,1.1
Грибы,Сморчки свежие,27,1.7,0.3,4.2
Грибы,Американская смесь Hortex,39,2.4,0.5,5.1
Грибы,Шампиньоны Каждый день резаные,27,4.3,1.0,0.1
Грибы,Шампиньоны Hortex целые,20,2.6,0.4,0.5
Грибы,Белые свежие,34,3.7,1.7,1.1
Грибы,Дождевики,27,4.3,1.0,1.0
Колбасные изделия,Колбаса сыровяленая суджук,463,30.3,37.9,0.0
Колбасные изделия,Колбаски охотничьи Дымов,463,25.7,40.0,0.0
Колбасные изделия,Колбаса вегетарианская,207,21.7,12.3,1.8
Колбасные изделия,Колбаса варено-копченая сервелат,425,16.1,40.1,0.0
Колбасные изделия,Сосиски любительские,304,9.0,29.5,0.7
Колбасные изделия,Сосиски куриные,259,10.8,22.4,4.2
Колбасные изделия,Сосиски свиные,342,9.5,34.3,0.0
Колбасные изделия,Колбаса сырокопченая сервелат,461,24.0,40.5,0.0
Колбасные изделия,Сардельки свиные,332,10.1,31.6,1.9
Колбасные изделия,Колбаса полукопченая краковская,466,16.2,44.6,0.0
Колбасные изделия,Сардельки говяжьи,215,11.4,18.2,1.5
Колбасные изделия,Сосиски говяжьи,226,10.4,20.1,0.8
Колбасные изделия,Колбаса вареная диетическая,170,12.1,13.5,0.0
Колбасные изделия,Колбаса вареная столовая,234,11.1,20.2,1.9
Колбасные изделия,Сардельки молочные из мяса птицы охлажденные,226,11.0,19.0,2.6
Колбасные изделия,Колбаса вареная любительская,301,12.2,28.0,0.1
Колбасные изделия,Салями,568,21.6,53.7,1.4
Колбасные изделия,Сосиски особые,270,11.8,24.7,0.0
Колбасные изделия,Колбаса вареная куриная,223,15.5,16.2,2.3
Колбасные изделия,Колбаски охотничьи,326,27.4,24.3,0.0
Колбасные изделия,Колбаса сыровяленая сальчичон,351,17.0,31.0,1.1
Колбасные изделия,Сосиски русские,243,11.3,22.0,0.0
Колбасные изделия,Колбаса варено-копченая сервелат российский,410,13.0,39.0,1.0
Колбасные изделия,Колбаса полукопченая закусочная,366,15.0,33.0,2.3
Колбасные изделия,Колбаса варено-копченая московская,406,19.1,36.6,0.2
Колбасные изделия,Сосиски молочные,266,11.0,23.9,1.6
Колбасные изделия,Колбаса сырокопченая столичная,487,24.0,43.4,0.0
Колбасные изделия,Колбаса сырокопченая зернистая,606,9.9,62.8,0.3
Колбасные изделия,Сосиски Щедрая Сибирь,212,12.0,16.0,5.0
Колбасные изделия,Колбаса сырокопченая брауншвейгская,491,27.7,42.2,0.2
Колбасные изделия,Колбаса вареная докторская,257,12.8,22.2,1.5
Колбасные изделия,Колбаса ливерная,326,14.4,28.5,2.2
Колбасные изделия,Колбаса полукопченая минская,287,17.4,23.0,2.7
Колбасные изделия,Колбаса вареная столичная,319,15.1,28.7,0.0
Колбасные изделия,Колбаса полукопченая украинская,376,16.5,34.4,0.0
Колбасные изделия,Колбаса сырокопченая московская,473,24.8,41.5,0.0
Колбасные изделия,Колбаса сырокопченая Салями Итальянская,631,11.0,63.0,0.0
Колбасные изделия,Колбаса варено-копченая сервелат боярский,269,14.0,21.0,0.0
Колбасные изделия,Шпикачки,337,10.0,33.0,0.0
Колбасные изделия,Колбаса вареная русская,302,11.8,28.9,0.0
Колбасные изделия,Колбаса вареная чайная,216,11.7,18.4,1.9
Колбасные изделия,Колбаса вареная свиная,277,10.8,25.8,0.5
Колбасные изделия,Колбаса полукопченая салями любительская,498,12.0,50.0,0.0
Колбасные изделия,Колбаса печеночная домашняя,258,15.0,22.0,0.0
Колбасные изделия,Колбаса вареная мортаделла,331,16.4,25.3,3.1
Колбасные изделия,Колбаса сырокопченая свиная,568,13.0,57.3,0.2
Колбасные изделия,Колбаса сырокопченая любительская,514,20.9,47.8,0.0
Колбасные изделия,Колбаса полукопченая таллиннская,373,17.1,33.8,0.2
Колбасные изделия,Колбаса вареная московская,250,11.5,21.8,2.0
Колбасные изделия,Колбаса сыровяленая чоризо,455,24.1,38.3,1.9
Колбасные изделия,Колбаса полукопченая одесская,402,14.8,38.1,0.3
Колбасные изделия,Колбаса варено-копченая любительская,420,17.2,39.0,0.2
Колбасные изделия,Колбаса варено-копченая куриная жареная,371,19.7,17.4,1.7
Колбасные изделия,Колбаса полукопченая полтавская,417,16.4,39.0,0.0
Колбасные изделия,Кровянка,274,9.0,19.5,14.5
Колбасные изделия,Колбаса вареная молочная,252,11.7,22.8,0.2
Масла и жиры,Масло сливочное,748,0.5,82.5,0.8
Масла и жиры,Жир свиной топлёный,896,0.0,99.6,0.0
Масла и жиры,Масло шоколадное,642,1.5,62.0,18.6
Масла и жиры,Маргарин столовый молочный,743,0.3,82.0,1.0
Масла и жиры,Масло арахисовое,899,0.0,99.9,0.0
Масла и жиры,Масло виноградных косточек,899,0.0,99.9,0.0
Масла и жиры,Масло рапсовое,899,0.0,99.9,0.0
Масла и жиры,Тахина,695,24.0,62.0,10.0
Масла и жиры,Жир кондитерский твердый,898,0.0,99.8,0.0
Масла и жиры,Спред растительно-жировой Нежный,360,0.0,40.0,0.0
Масла и жиры,Масло лимонное,900,0.0,100.0,0.0
Масла и жиры,Масло какао,899,0.0,99.9,0.0
Масла и жиры,Масло кокосовое,899,0.0,99.9,0.0
Масла и жиры,Масло абрикосовое,899,0.0,99.9,0.0
Масла и жиры,Масло макадамии,708,9.2,74.6,10.0
Масла и жиры,Масло оливковое,898,0.0,99.8,0.0
Масла и жиры,Жир куриный,897,0.0,99.7,0.0
Масла и жиры,Масло сафлоровое,880,0.0,100.0,0.0
Масла и жиры,Масло растительное рафинированное,899,0.0,99.0,0.0
Масла и жиры,Масло подсолнечное,899,0.0,99.9,0.0
Масла и жиры,Жир говяжий топлёный,897,0.0,99.7,0.0
Масла и жиры,Масло кедрового ореха,898,0.0,99.0,0.0
Масла и жиры,Масло расторопши,889,0.0,98.0,0.0
Масла и жиры,Масло топлёное,892,0.2,99.0,0.0
Масла и жиры,Масло конопляное,899,0.0,99.9,0.0
Масла и жиры,Масло ши (карите),884,0.0,98.0,0.0
Масла и жиры,Масло грецкого ореха,898,0.0,99.8,0.0
Масла и жиры,Жир кулинарный,897,0.0,99.7,0.0
Масла и жиры,Жир рыбий,902,0.0,100.0,0.0
Масла и жиры,Маргарин Славянский,743,0.3,82.0,0.1
Масла и жиры,Масло ореховое,899,0.0,100.0,0.0
Масла и жиры,Масло соевое,899,0.0,99.9,0.0
Масла и жиры,Жир кондитерский для шоколадных изделий,897,0.0,99.7,0.0
Масла и жиры,Жир бараний топлёный,897,0.0,99.7,0.0
Масла и жиры,Жир из печени трески,898,0.0,99.8,0.0
Масла и жиры,Маргарин Экстра,744,0.5,82.0,1.0
Масла и жиры,Масло маковое,898,0.0,99.8,0.0
Масла и жиры,Масло облепиховое,896,0.0,99.5,0.0
Масла и жиры,Масло кунжутное,899,0.0,99.9,0.0
Масла и жиры,Масло иланг-иланга,890,0.0,99.0,0.0
Масла и жиры,Масло шишек хмеля,897,0.0,99.0,0.0
Масла и жиры,Масло крестьянское солёное,748,0.5,82.5,0.8
Масла и жиры,Масло сливочное Валио,740,0.7,82.0,0.7
Масла и жиры,Масло льняное,898,0.0,99.8,0.0
Масла и жиры,Масло растительное нерафинированное,899,0.0,99.0,0.0
Масла и жиры,Масло пальмовое,899,0.0,99.9,0.0
Масла и жиры,Масло горчичное,898,0.0,99.8,0.0
Масла и жиры,Маргарин сливочный,745,0.5,82.0,0.0
Масла и жиры,Масло кукурузное,899,0.0,99.9,0.0
Масла и жиры,Масло канолы,898,0.0,99.0,0.0
Масла и жиры,Масло авокадо,884,0.0,100.0,0.0
Масла и жиры,Маргарин низкокалорийный,545,0.5,60.0,0.7
Масла и жиры,Масло хлопковое,899,0.0,99.0,0.0
Масла и жиры,Масло рапсово-соевое,899,0.0,99.9,0.0
Масла и жиры,Масло крестьянское несолёное,748,0.5,82.5,0.8
Масла и жиры,Масло зародышей пшеницы,884,0.0,100.0,0.0
Масла и жиры,Масло тыквенное,896,0.0,99.5,0.0
Масла и жиры,Масло миндальное,816,0.0,90.7,0.0
Масла и жиры,Жир костный топлёный,897,0.0,99.7,0.0
Масла и жиры,Масло овсяное,890,0.0,99.0,0.0
Масла и жиры,Масло репейное,930,0.0,100.0,0.0
Масла и жиры,Масло амаранта,736,0.0,81.8,0.0
Масла и жиры,Масло мускатного ореха,899,0.0,100.0,0.1
Молочные продукты,Кефир 1.5%,41,3.3,1.5,3.6
Молочные продукты,Пудинг Чудо Шоколадный,115,2.9,3.1,19.0
Молочные продукты,Йогурт натуральный 2%,60,4.3,2.0,6.2
Молочные продукты,Йогурт Чудо Яблоко-Мюсли,96,2.8,2.5,15.5
Молочные продукты,Молоко сгущённое с сахаром,320,7.2,8.5,56.0
Молочные продукты,Кефир 2%,51,3.4,2.0,4.7
Молочные продукты,Йогурт Активиa Мюсли и персик,107,3.8,3.2,15.8
Молочные продукты,Даниссимо Клубника,136,4.7,5.4,17.1
Молочные продукты,Сливки 9%,107,2.8,9.0,4.0
Молочные продукты,Молоко сухое обезжиренное,339,33.2,1.0,52.6
Молочные продукты,Сливки кокосовые Aroy-D,214,1.6,21.0,4.8
Молочные продукты,Йогурт Чудо Двойной вкус Манго-Дыня,92,2.8,2.4,14.7
Молочные продукты,Даниссимо с хрустящими шариками,151,4.9,7.3,16.5
Молочные продукты,Молоко кобылье,41,2.2,1.0,5.8
Молочные продукты,Ряженка 4%,67,2.8,4.0,4.2
Молочные продукты,Молоко буйволиное,106,4.0,7.8,4.9
Молочные продукты,Ацидофилин Останкинский 2.5%,51,2.8,2.5,4.2
Молочные продукты,Сливки сухие,579,23.0,42.7,26.3
Молочные продукты,Даниссимо Яблочный пирог,122,4.7,5.4,13.6
Молочные продукты,Йогурт Био Баланс Кефирный 1%,41,3.0,1.0,5.0
Молочные продукты,Молоко 2.5%,52,2.8,2.5,4.7
Молочные продукты,Ряженка 2.5%,54,2.9,2.5,4.2
Молочные продукты,Каймак,242,6.1,23.5,1.2
Молочные продукты,Йогурт Активиa Натуральный,75,4.5,3.5,6.3
Молочные продукты,Активиа Творожная Чернослив,114,4.7,4.2,14.4
Молочные продукты,Сливки взбитые,257,3.2,22.2,12.5
Молочные продукты,Пудинг Чудо Ваниль,106,2.5,3.0,16.9
Молочные продукты,Закваска Злагода кисломолочная без наполнителей,49,2.9,2.5,3.8
Молочные продукты,Айран (тан) негазированный,24,1.1,1.5,1.4
Молочные продукты,Молоко соевое обезжиренное,28,2.5,0.0,3.9
Молочные продукты,Активиа Питьевая Малина и злаки,74,2.8,2.1,11.0
Молочные продукты,Ряженка 6%,84,5.0,6.0,4.1
Молочные продукты,Молоко 4.5%,72,3.1,4.5,4.7
Молочные продукты,Кефир 0%,30,3.0,0.1,3.8
Молочные продукты,Молоко верблюжье,82,4.0,5.1,4.9
Молочные продукты,Активиа Питьевая Ананас,77,2.8,2.0,12.2
Молочные продукты,Мацони из коровьего молока маложирный,40,2.9,1.5,3.6
Молочные продукты,Айран (тан) газированный,24,1.1,1.5,1.4
Молочные продукты,Активиа Творожная Мюсли,123,5.0,4.5,15.5
Молочные продукты,Даниссимо Крем-брюле,135,4.6,4.6,18.8
Молочные продукты,Ряженка 1%,40,3.0,1.0,4.2
Молочные продукты,Ацидофилин 3.2%,57,2.8,3.2,3.8
Молочные продукты,Ряженка 3.2%,57,2.9,3.2,4.1
Молочные продукты,Сливки 20% (средней жирности),205,2.8,20.0,3.7
Молочные продукты,Варенец Останкинский 2.5%,51,2.8,2.5,4.2
Молочные продукты,Активиа Творожная Клубника,123,5.0,4.5,15.5
Молочные продукты,Сливки 33% (классические),322,2.2,33.0,4.0
Молочные продукты,Кумыс из коровьего молока обезжиренный,15,1.5,0.1,2.1
Молочные продукты,Йогурт фруктовый 3.2%,85,5.0,3.2,8.5
Молочные продукты,Даниссимо Пломбир,112,4.6,4.6,13.1
Молочные продукты,Простокваша Останкинская 2.5%,51,2.8,2.5,4.2
Молочные продукты,Молоко 1%,41,3.3,1.0,4.8
Молочные продукты,Сметана 15% (маложирная),158,2.6,15.0,3.0
Молочные продукты,Молоко сгущённое без сахара,131,6.6,7.5,9.4
Молочные продукты,Сметана 18%,184,2.5,18.0,3.6
Молочные продукты,Fruttis Сливочное лакомство Клубника-Земляника,122,2.2,5.0,17.0
Молочные продукты,Кумыс из коровьего молока,41,3.0,0.1,6.3
Молочные продукты,Активиа Быстрый завтрак с овсянкой Яблоко-Груша,110,3.6,3.1,16.7
Молочные продукты,Молоко белковое,52,4.3,1.0,6.4
Молочные продукты,Молоко 3.2%,59,2.9,3.2,4.7
Молочные продукты,Сметана 30%,294,2.4,30.0,3.1
Молочные продукты,Йогурт Био Баланс Зелёный чай-лимон,77,3.1,1.5,12.8
Молочные продукты,Кефир 2.5%,50,2.8,2.5,3.9
Молочные продукты,Катык 3.2%,56,2.8,3.2,4.2
Молочные продукты,Айран (тан) негазированный нежирный,12,1.1,0.2,1.4
Молочные продукты,Даниссимо Шоколад,148,5.0,7.1,16.0
Молочные продукты,Ацидофилин 3.2% сладкий,77,2.8,3.2,8.6
Молочные продукты,Активиа Творожная Мюсли и манго,119,4.8,4.5,14.7
Молочные продукты,Сметана 20% (средней жирности),206,2.8,20.0,3.2
Молочные продукты,Actimel Мультифрукт,75,2.7,1.5,12.0
Молочные продукты,Пудинг Чудо Карамель,98,2.5,3.0,15.0
Молочные продукты,Кефир 1%,40,2.8,1.0,4.0
Молочные продукты,Даниссимо с хрустящими шариками Ванильный,151,4.9,7.3,16.5
Молочные продукты,Активиа Питьевая Вишня и чёрная смородина,81,2.6,2.0,12.8
Молочные продукты,Йогурт фруктовый 1.5%,63,3.7,1.5,8.9
Молочные продукты,Neo Имунеле Лесные ягоды,73,2.5,1.2,13.1
Молочные продукты,Сливки сгущенные с сахаром,410,6.1,19.0,53.0
Молочные продукты,Сметана 40% (жирная),381,2.4,40.0,2.6
Молочные продукты,Сметана 12%,133,2.7,12.0,3.9
Молочные продукты,Даниссимо Малина-земляника,131,4.7,5.4,16.0
Молочные продукты,Даниссимо Черника,134,4.7,5.4,16.5
Молочные продукты,Молоко сухое Беллакт 25%,478,24.2,25.0,39.0
Молочные продукты,Молоко 0.5%,35,2.8,0.5,4.9
Молочные продукты,Даниссимо Лесные ягоды,136,4.7,5.4,17.2
Молочные продукты,Молоко кокосовое Blue Dragon,152,1.8,14.9,2.7
Молочные продукты,Молоко топлёное,84,3.0,6.0,4.7
Молочные продукты,"Йогурт Активиа лёгкая 1,5%",65,5.3,1.5,7.5
Молочные продукты,Даниссимо Груша-ваниль,136,4.7,5.4,17.1
Молочные продукты,Биойогурт Останкинский 2.5%,71,3.2,2.5,8.9
Молочные продукты,Даниссимо Пахлава,128,4.7,5.1,15.8
Молочные продукты,Бифитат,61,2.8,3.4,4.7
Молочные продукты,Активиа Фреш Вишня,70,2.8,1.6,11.0
Молочные продукты,Активиа Кефирная 1%,39,2.9,1.0,4.5
Молочные продукты,Активиа Момент удовольствия Земляника,97,4.3,2.7,12.9
Молочные продукты,Активиа Питьевая Натуральная,52,3.2,2.4,4.5
Молочные продукты,Actimel Натуральный,71,2.8,1.6,10.5
Молочные продукты,Даниссимо Вишня,138,4.7,5.4,17.5
Молочные продукты,Сливки 35% (жирные),337,2.5,35.0,3.0
Молочные продукты,Сливки Простоквашино 10%,119,2.8,10.0,4.5
Молочные продукты,Даниссимо Белый персик - белый шоколад,147,4.6,6.1,18.3
Молочные продукты,Молоко 0.7%,38,3.3,0.7,4.7
Молочные продукты,Простокваша 1%,40,3.0,1.0,4.1
Молочные продукты,Сгущенка Главпродукт вареная с сахаром,315,5.8,8.5,53.9
Молочные продукты,Активиа Семейная Клубника,98,3.9,3.2,13.6
Молочные продукты,Активиа Творожная Натуральная,79,5.9,4.5,3.7
Молочные продукты,Айран (тан) с укропом и огурцом,19,1.1,1.0,1.4
Молочные продукты,Сливки сухие высокожирные,753,10.0,75.0,10.0
Молочные продукты,Сузьма,80,2.8,3.2,4.2
Молочные продукты,Actimel Гранат,73,2.7,1.5,11.5
Молочные продукты,Даниссимо Пинаколада,131,4.6,5.3,16.1
Молочные продукты,Йогурт Простоквашино белый классический,66,3.9,2.7,6.5
Молочные продукты,Йогурт Био Баланс Клубника,82,3.1,1.5,14.1
Молочные продукты,Активиа Момент удовольствия Вишня,97,4.3,2.7,13.7
Молочные продукты,Молоко 1.5%,44,2.8,1.5,4.7
Молочные продукты,Йогурт Активиa Вишня,111,3.8,2.9,17.4
Молочные продукты,Катык 6%,80,2.8,6.0,3.6
Молочные продукты,Actimel Клубника,72,2.7,1.5,11.5
Молочные продукты,Йогурт Активиa Клубника,98,3.8,2.9,14.1
Молочные продукты,Кефир 3.2%,56,2.8,3.2,4.1
Молочные продукты,Ацидофилин 0.1%,31,3.0,0.1,3.9
Молочные продукты,Сливки 15% (маложирные),161,2.3,15.0,3.6
Молочные продукты,Активиа Фреш Гранат и Малина,70,2.8,1.6,11.0
Молочные продукты,Сметана Простоквашино 15%,160,2.7,15.0,3.6
Молочные продукты,Ацидофилин 1%,40,3.0,1.0,4.0
Молочные продукты,Молоко козье,68,3.6,3.3,4.8
Молочные продукты,Сметана 10% (нежирная),115,3.0,10.0,2.9
Молочные продукты,Йогурт Активиa Отруби и злаки,97,3.8,2.9,14.0
Молочные продукты,Йогурт Данон Клубника,83,2.8,1.5,14.5
Молочные продукты,Actimel Черника и ежевика,74,2.9,1.5,11.5
Молочные продукты,Йогурт Био Баланс Злаки,76,3.1,1.5,12.6
Молочные продукты,Запеканка творожная,168,17.6,4.2,14.2
Молочные продукты,Йогурт Total 0%,57,10.3,0.0,4.0
Молочные продукты,Молоко соевое низкожирное,43,1.7,0.6,6.4
Молочные продукты,Neo Имунеле Гранат-Вишня,70,2.5,1.2,12.4
Молочные продукты,Neo Имунеле Клюква-Малина,71,2.5,1.2,12.6
Молочные продукты,Йогурт Чудо Лесные ягоды,91,2.8,2.4,14.5
Молочные продукты,Бифацил,66,2.9,2.5,7.9
Молочные продукты,Молоко 3.2% (пастеризованное),58,2.8,3.2,4.7
Молочные продукты,Активиа Быстрый завтрак Клубника,127,4.3,2.8,20.9
Молочные продукты,Йогурт греческий,66,5.0,3.2,3.5
Молочные продукты,Простокваша 2.5%,53,2.9,2.5,4.1
Молочные продукты,Активиа Фреш Персик,70,2.8,1.6,11.0
Молочные продукты,Пахта 1%,40,3.3,1.0,4.7
Молочные продукты,Йогурт Данон Персик и маракуйя,83,2.8,1.5,14.5
Молочные продукты,Активиа Фреш Манго,73,2.8,1.6,12.0
Молочные продукты,Простокваша 3.2%,58,2.8,3.2,4.1
Молочные продукты,Пахта 0.5%,37,3.4,0.5,4.7
Молочные продукты,Молоко сгущённое с сахаром нежирное,272,10.0,0.0,58.0
Молочные продукты,Молоко соевое,54,3.3,1.8,5.7
Молочные продукты,Активиа Питьевая Злаки,81,2.8,2.2,12.4
Молочные продукты,Айран (тан) из козьего молока,24,1.1,1.5,1.4
Молочные продукты,Йогурт Активиa Чернослив,99,3.8,2.9,14.5
Молочные продукты,Мацони из коровьего молока,54,2.8,3.2,3.6
Молочные продукты,Actimel Земляника и шиповник,73,2.7,1.5,11.5
Молочные продукты,Мацони из козьего молока,64,2.9,4.4,3.2
Молочные продукты,Активиа Кефирная 3%,53,2.9,3.0,3.6
Молочные продукты,Йогурт Чудо Двойной вкус Клубника-Земляника,92,2.8,2.4,14.7
Молочные продукты,Айран (тан) сильногазированный,19,1.1,1.0,1.4
Молочные продукты,Ряженка Останкинская 2.5%,51,2.8,2.5,4.2
Молочные продукты,Actimel Малина и клюква,72,2.7,1.5,11.5
Молочные продукты,Neo Имунеле Natural,63,1.8,0.9,11.8
Молочные продукты,Активиа Быстрый завтрак Натуральный,107,4.8,3.1,14.4
Молочные продукты,Варенец 2.5%,50,2.8,2.5,4.0
Молочные продукты,Молоко 0.1% (обезжиренное),31,2.0,0.1,4.8
Молочные продукты,Молоко Простоквашино 2.5%,53,2.9,2.5,4.7
Молочные продукты,Йогурт Чудо Двойной вкус Персик-Абрикос,92,2.8,2.4,14.7
Молочные продукты,Сливки 10% (нежирные),118,3.0,10.0,4.0
Молочные продукты,Активиа Фреш Арбуз,74,2.8,1.6,12.3
Молочные продукты,Молоко кислое,60,2.2,2.5,3.5
Молочные продукты,Активиа Семейная Персик,98,3.9,3.2,13.6
Молочные продукты,Йогурт Данон Вишня и черешня,89,2.9,1.6,15.7
Молочные продукты,Йогурт Чудо Двойной вкус Вишня-Черешня,92,2.8,2.4,14.7
Молочные продукты,Молоко 3.6%,62,2.8,3.6,4.7
Молочные продукты,Actimel Вишня,74,2.9,1.5,11.5
Молочные продукты,Биокефир Останкинский 0.1%,27,3.0,0.1,3.6
Молочные продукты,Йогурт Данон Черника,83,2.8,1.5,14.5
Молочные продукты,Йогурт Био Баланс Черника-злаки,78,3.1,1.5,13.1
Молочные продукты,Простокваша 0.1%,30,3.0,0.1,3.8
Молочные продукты,Активиа Творожная Отруби и злаки,113,4.9,4.3,13.7
Молочные продукты,Сливки Простоквашино 20%,206,2.5,20.0,4.0
Молочные продукты,Молоко овечье,110,6.5,7.7,4.8
Молочные продукты,Активиа Творожная Малина,102,4.2,4.5,11.4
Молочные продукты,Йогурт Активиa Мюсли,107,3.8,3.2,15.8
Молочные продукты,Молоко имбирное,21,1.2,1.0,1.5
Молочные продукты,Молоко,64,3.2,3.6,4.8
Молочные продукты,Активиа Питьевая Клубника и земляника,81,2.8,2.2,12.4
Молочные продукты,Молоко сухое цельное,476,26.0,25.0,37.5
Молочные продукты,Молоко коровье свежее,62,2.9,3.5,4.7
Молочные продукты,Активиа Питьевая Чернослив,80,2.8,2.0,12.8
Молочные продукты,Сметана 25% (классическая),248,2.6,25.0,2.5
Молочные продукты,Йогурт натуральный 3.2%,66,5.0,3.2,3.5
Молочные продукты,Йогурт Чудо Двойной вкус Малина-Черника,92,2.8,2.4,14.7
Молочные продукты,Йогурт Для всей семьи с черникой,95,3.1,2.5,14.9
Молочные продукты,Кумыс из кобыльего молока,50,2.1,1.9,5.0
Молочные продукты,Молоко ореховое,126,3.7,3.5,21.3
Молочные продукты,Йогурт Активиа Инжир,98,3.8,2.9,14.1
Молочные продукты,Йогурт Активиa Мюсли и киви,105,3.8,3.0,15.8
Молочные продукты,Йогурт Био Баланс Чернослив,78,3.1,1.5,13.0
Молочные продукты,Активиа Питьевая Яблоко и злаки,83,2.8,2.2,13.0
Молочные продукты,Катык 0.1%,28,2.8,0.1,4.2
Мука и мучные изделия,Лапша рисовая Сэн Сой,344,7.0,0.0,79.0
Мука и мучные изделия,Спагетти,344,10.4,1.1,71.5
Мука и мучные изделия,Ригатони,220,8.0,1.2,42.9
Мука и мучные изделия,Рожки Myllyn Paras,344,10.4,1.1,71.5
Мука и мучные изделия,Мука кокосовая,466,20.0,16.6,60.0
Мука и мучные изделия,Мука из зародышей пшеницы,335,33.9,7.7,32.8
Мука и мучные изделия,Макароны первого сорта,335,10.7,1.3,68.4
Мука и мучные изделия,Макароны Buitoni Бантики трехцветные,347,11.7,1.7,71.3
Мука и мучные изделия,Мука подсолнечная,423,48.1,12.0,30.6
Мука и мучные изделия,Вареники от Ильиной с вишней,105,7.6,0.0,18.7
Мука и мучные изделия,Зити,330,12.0,1.2,71.0
Мука и мучные изделия,Мука ореховая,333,50.1,1.8,35.5
Мука и мучные изделия,Мука ржаная обойная,293,10.7,1.9,56.8
Мука и мучные изделия,Клецки,160,5.0,4.8,25.8
Мука и мучные изделия,Мука гречневая Гарнец,334,12.6,2.6,68.0
Мука и мучные изделия,Мука пшеничная,342,9.2,1.2,74.9
Мука и мучные изделия,Мука для пиццы Myllyn Paras,350,12.9,2.0,68.4
Мука и мучные изделия,Орзо (ризони),350,12.0,1.2,71.0
Мука и мучные изделия,Макароны Buitoni Каннеллони крупные,350,11.5,1.9,71.8
Мука и мучные изделия,Фетучини,384,14.1,4.4,67.6
Мука и мучные изделия,Лапша рамен,337,10.4,1.1,69.7
Мука и мучные изделия,Чипетке,234,7.9,1.4,50.6
Мука и мучные изделия,Фарфалле,344,10.4,1.1,71.5
Мука и мучные изделия,Мука рисовая диетическая,371,7.4,0.6,82.0
Мука и мучные изделия,Мука пшеничная цельнозерновая,298,11.5,2.2,55.8
Мука и мучные изделия,Блины с сёмгой,313,11.2,14.9,33.8
Мука и мучные изделия,Мука гречневая диетическая,367,13.6,1.2,73.7
Мука и мучные изделия,Рисовая бумага Сэн Сой Премиум,333,5.8,0.0,77.4
Мука и мучные изделия,Мука пшеничная 2-го сорта,324,11.7,1.8,63.7
Мука и мучные изделия,Мука нутовая,337,10.9,2.9,66.0
Мука и мучные изделия,Равиоли,245,15.5,8.0,29.7
Мука и мучные изделия,Макароны молочные,345,11.5,2.9,67.1
Мука и мучные изделия,Лапша Роллтон,448,8.8,20.7,56.7
Мука и мучные изделия,Мука ржаная грубого помола,280,9.4,2.3,55.9
Мука и мучные изделия,Мука пшеничная из твёрдых сортов Durum,344,10.4,1.1,71.5
Мука и мучные изделия,Вареники от Ильиной с клубникой,205,7.9,0.0,17.6
Мука и мучные изделия,Блины со сметаной,311,7.1,16.3,34.3
